0.001000,0.000280
0.101000,0.000212
0.201000,0.000289
0.301000,0.000302
0.401000,0.000385
0.501000,0.000250
0.601000,0.000256
0.701000,0.000259
0.801000,0.000277
0.901000,0.000280
1.001000,0.000283
1.101000,0.000306
1.201000,0.000318
1.301000,0.000318
1.401000,0.000328
1.501000,0.000353
1.601000,0.000361
1.701000,0.000360
1.801000,0.000368
1.901000,0.000395
2.001000,0.000397
2.101000,0.000400
2.201000,0.000433
2.301000,0.000437
2.401000,0.000447
2.501000,0.000446
2.601000,0.000479
2.701000,0.000483
2.801000,0.000486
2.901000,0.000511
3.001000,0.000517
3.101000,0.000519
3.201000,0.000521
3.301000,0.000538
3.401000,0.000544
3.501000,0.000548
3.601000,0.000553
3.701000,0.000569
3.801000,0.000578
3.901000,0.000579
4.001000,0.000593
4.101000,0.000855
4.201000,0.000635
4.301000,0.000630
4.401000,0.000646
4.501000,0.000629
4.601000,0.000635
4.701000,0.000652
4.801000,0.000658
4.901000,0.000662
5.001000,0.000665
5.101000,0.000680
5.201000,0.000687
5.301000,0.000690
5.401000,0.000693
5.501000,0.000709
5.601000,0.000716
5.701000,0.000721
5.801000,0.000740
5.901000,0.000747
6.001000,0.000753
6.101000,0.000756
6.201000,0.000773
6.301000,0.000784
6.401000,0.000785
6.501000,0.000786
6.601000,0.000813
6.701000,0.000818
6.801000,0.000819
6.901000,0.000838
7.001000,0.000848
7.101000,0.000850
7.201000,0.000854
7.301000,0.000882
7.401000,0.000883
7.501000,0.000887
7.601000,0.000906
7.701000,0.000919
7.801000,0.000921
7.901000,0.000983
8.001000,0.000951
8.101000,0.000954
8.201000,0.000957
8.301000,0.000963
8.401000,0.000980
8.501000,0.000986
8.601000,0.000996
8.701000,0.001024
8.801000,0.001027
8.901000,0.001031
9.001000,0.001034
9.101000,0.001057
9.201000,0.001061
9.301000,0.001065
9.401000,0.001071
9.501000,0.001098
9.601000,0.001100
9.701000,0.001104
9.801000,0.001126
9.901000,0.001130
10.001000,0.001135
10.101000,0.001135
10.201000,0.001162
10.301000,0.001165
10.401000,0.001168
10.501000,0.001191
10.601000,0.001198
10.701000,0.001197
10.801000,0.001201
10.901000,0.001222
11.001000,0.001229
11.101000,0.001230
11.201000,0.001233
11.301000,0.001255
11.401000,0.001264
11.501000,0.001267
11.601000,0.001290
11.701000,0.001293
11.801000,0.001299
11.901000,0.001303
12.001000,0.001325
12.101000,0.001330
12.201000,0.001334
12.301000,0.001358
12.401000,0.001359
12.501000,0.001359
12.601000,0.001361
12.701000,0.001384
12.801000,0.001390
12.901000,0.001389
13.001000,0.001396
13.101000,0.001415
13.201000,0.001420
13.301000,0.001426
13.401000,0.001443
13.501000,0.001455
13.601000,0.001453
13.701000,0.001456
13.801000,0.001477
13.901000,0.001488
14.001000,0.001488
14.101000,0.001492
14.201000,0.001518
14.301000,0.001516
14.401000,0.001516
14.501000,0.001542
14.601000,0.001547
14.701000,0.001550
14.801000,0.001550
14.901000,0.001578
15.001000,0.001584
15.101000,0.001590
15.201000,0.001609
15.301000,0.001613
15.401000,0.001608
15.501000,0.001613
15.601000,0.001649
15.701000,0.001661
15.801000,0.001653
15.901000,0.001951
16.001000,0.001750
16.101000,0.001832
16.201000,0.001677
16.301000,0.001696
16.401000,0.001872
16.501000,0.001832
16.601000,0.001831
16.701000,0.001868
16.801000,0.001874
16.901000,0.001867
17.001000,0.001886
17.101000,0.001891
17.201000,0.001897
17.301000,0.001900
17.401000,0.001924
17.501000,0.001930
17.601000,0.001932
17.701000,0.001936
17.801000,0.001954
17.901000,0.001957
18.001000,0.001959
18.101000,0.001974
18.201000,0.001979
18.301000,0.001983
18.401000,0.002181
18.501000,0.002017
18.601000,0.002019
18.701000,0.002023
18.801000,0.002024
18.901000,0.002048
19.001000,0.002050
19.101000,0.002053
19.201000,0.002069
19.301000,0.002253
19.401000,0.002080
19.501000,0.002059
19.601000,0.002104
19.701000,0.002115
19.801000,0.002121
19.901000,0.002131
20.001000,0.002131
20.101000,0.002138
20.201000,0.002139
20.301000,0.002131
20.401000,0.002137
20.501000,0.002163
20.601000,0.002142
20.701000,0.002191
20.801000,0.002221
20.901000,0.002170
21.001000,0.002217
21.101000,0.002221
21.201000,0.002224
21.301000,0.002224
21.401000,0.002242
21.501000,0.002242
21.601000,0.002248
21.701000,0.002235
21.801000,0.002256
21.901000,0.002256
22.001000,0.002260
22.101000,0.002298
22.201000,0.002311
22.301000,0.002287
22.401000,0.002314
22.501000,0.002335
22.601000,0.002317
22.701000,0.002335
22.801000,0.002362
22.901000,0.002473
23.001000,0.002370
23.101000,0.002344
23.201000,0.002362
23.301000,0.002365
23.401000,0.002370
